dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Annecy, Haute-Savoie, France",0,0,0,0.07699382,0.01408681,0.03234802,0.00465439,0.00400714,0,0.00212357,0.00068361,0,0.00408714,0.00082179,0.08199002,0.00165813,0.00721431,0.00074179,0.17117981,0.09101518,0.00082179,0.12811941,0.00074179,0.75,0,0.03262438,0.03575155,0.04583122,0.05460911,0.05460911,0.05460911,0.05460911,0.0039926,0.0041235,0.00448713,0.01734488,0.39776869,0.39776869,0.00122905,0.00757066,0.00234901,0.00437077,0.00086543,0.00017454,0.30750985,0.00386896,0.00086543,0.0670887,0,0,0,0.3054881,0.00317808,0.10342204,0.00623252,0.01092328,0,0.00941787,0.00373079,0.00194175,0.00360715,0.07018678,0.00163631,0.15336949,0.05592179,0.17117981,0.16725994,0.09101518,0,0.00072725,0.0005818,0.00130905,0.0009527,0.00343989,0.33174178,0.05557271,0.00075634,0,0.18869196,0.02817362,0.00130905,0.00082179,0.00082179,0.0011636,0,0.09007703,0.03838419,0.00138905,0.06590328,0.00212357,0.0034108,0.00119996,0.0007927,0.09007703,0.0034108,0.30625171,0.00247992,0.00234901,0.0009527,0.0009527,0.00017454,0.00352716,0.00044362,0.00353443,16,382
"Cleburne, TX, United States of America",0,0,0,0.01696346,0.01464806,0.01275893,0.0047955,0.00427235,0,0.00219915,0.00072659,0,0.00433048,0.00109473,0.02973208,0.00172444,0.00769217,0.00083316,0.02218522,0.00302262,0.00109473,0.10334052,0.00083316,0,0,0.00090097,0.00730466,0.00650056,0.01002695,0.01002695,0.01002695,0.01002695,0.00418516,0.00428204,0.00460174,0.0012013,0.00784718,0.00784718,0.00130786,0.00756623,0.00234447,0.00454361,0.00086222,0.00023251,0.00355545,0.01043384,0.00086222,0.05776877,0,0,0,0.27403111,0.00346826,0.00376858,0.00655869,0.01143169,0.75,0.00979444,0.71735776,0.00204414,0.1369768,0.45326641,0.00217977,0.00593867,0.11319308,0.02218522,0.00791499,0.00302262,0,0.00077503,0.00061034,0.00136599,0.00091066,0.0036717,0.24962736,0.00566256,0.00075565,0,0.01044353,0.00245103,0.00136599,0.00109473,0.00109473,0.00155006,0,0.0443317,0.00621961,0.00154037,0.22357668,0.00219915,0.00363295,0.00122067,0.00086222,0.0443317,0.00364264,0.01371803,0.00258666,0.00234447,0.00091066,0.00091066,0.00023251,0.00375889,0.00029064,0.0036717,10,276
"Pearl, MS, United States of America",0,0,0,0.01542874,0.01345204,0.02414021,0.00458314,0.00384844,0,0.00199419,0.00064724,0,0.15245065,0.0009796,0.20772822,0.00159185,0.00694468,0.00068222,0.1555294,0.00272889,0.0009796,0.09208264,0.00068222,0,0,0.00080467,0.00662981,0.05232127,0.16717968,0.16717968,0.16717968,0.16717968,0.03652518,0.03883425,0.00414582,0.00108456,0.00717209,0.00717209,0.08664235,0.00682223,0.00236154,0.00414582,0.00076969,0,0.00328867,0.00372599,0.00076969,0.29475542,0,0,0,0.08870651,0.00278137,0.0034636,0.00593009,0.01032081,0.75,0.00892138,0.00384844,0.0017143,0.0034461,0.42003959,0.0019767,0.00552776,0.130103465,0.1555294,0.00722457,0.00272889,0,0.00069972,0.00059476,0.001242,0.0009796,0.00330616,0.25228265,0.05714057,0.00090963,0,0.00967358,0.05956334,0.001242,0.0009796,0.0009796,0.00139943,0,0.09650835,0.00561522,0.00138194,0.28980493,0.00199419,0.00328867,0.05212885,0.00068222,0.09650835,0.00328867,0.47477488,0.00232656,0.00234405,0.0009796,0.0009796,0,0.00339362,0,0.00332365,17,884
"Mount Vernon, IL, United States of America",0,0,0,0.01542284,0.01330056,0.0115853,0.00423002,0.00373579,0,0.00212228,0.00053784,0,0.0039829,0.00081402,0.23142981,0.0015699,0.00673023,0.0006832,0.23541272,0.00280547,0.00081402,0.16017368,0.0006832,0,0,0.0008431,0.00664301,0.0058726,0.08599578,0.08599578,0.08599578,0.08599578,0.00379393,0.00391022,0.0041428,0.00109021,0.00710817,0.00710817,0.00123557,0.28807713,0.00235485,0.00408465,0.00063959,0,0.0358025,0.00363403,0.00063959,0.07246264,0,0,0,0.18738532,0.00289269,0.00341599,0.00600342,0.01033519,0.75,0.00888158,0.00319795,0.00184609,0.0034596,0.57522396,0.00164258,0.00540744,0.07669265,0.23541272,0.00718085,0.00280547,0,0.00072681,0.00058145,0.00125011,0.00081402,0.00321249,0.21414635,0.00522574,0.00075588,0,0.00924498,0.00226764,0.00125011,0.00081402,0.00081402,0.00116289,0,0.13755545,0.00552373,0.00138093,0.39464154,0.00212228,0.00318341,0.00113382,0.05727237,0.13755545,0.00318341,0.23866881,0.00236939,0.00234032,0.00081402,0.00081402,0,0.00316888,0.00043608,0.00327063,12,537
"Olive Branch, MS, United States of America",0,0,0,0.01821052,0.01559657,0.01366515,0.00506816,0.00444372,0,0.00235256,0.00081323,0,0.13681124,0.00081323,0.15462966,0.00185881,0.00800159,0.00079871,0.02377242,0.00320935,0.00081323,0.01735372,0.00091488,0,0,0.00084227,0.00782733,0.00698506,0.10640229,0.10640229,0.10640229,0.10640229,0.00444372,0.00460346,0.00482129,0.00126341,0.00840821,0.00840821,0.00123437,0.00819038,0.00235256,0.00487937,0.0008568,0,0.00379023,0.00426945,0.0008568,0.16289265,0,0,0,0.33757712,0.00345622,0.00405162,0.00707219,0.01227104,0.75,0.01048484,0.00425493,0.13090081,0.00405162,0.43596329,0.00164098,0.00647679,0.06557384,0.02377242,0.00846629,0.00320935,0,0.00079871,0.00066801,0.00148124,0.00108915,0.27715131,0.39899042,0.12989879,0.00075514,0,0.01123999,0.00265752,0.00148124,0.00081323,0.00081323,0.00116176,0,0.10161004,0.00656392,0.00161194,0.07105587,0.00235256,0.00363049,0.00140863,0.0008568,0.10161004,0.00363049,0.46121695,0.00280274,0.00233803,0.00108915,0.00108915,0,0.00387736,0.00043566,0.04112615,10,428
"Stillwater, OK, United States of America",0,0,0,0.01618963,0.01403005,0.01217483,0.17083899,0.00408727,0,0.27580344,0.00081166,0,0.00417423,0.00081166,0.12890829,0.00168129,0.00702952,0.00079716,0.23807595,0.00292776,0.00081166,0.16489651,0.00079716,0,0,0.00084064,0.00695705,0.02391485,0.10883431,0.10883431,0.10883431,0.10883431,0.00391334,0.00404378,0.0044786,0.001174,0.00749332,0.00749332,0.00123198,0.0075368,0.002348,0.00431917,0.00085514,0,0.00336257,0.04917763,0.00085514,0.01842168,0,0,0,0.28518096,0.00288428,0.10454413,0.00629033,0.01088488,0.75,0.00934853,0.0042467,0.00184072,0.00359447,0.47835496,0.00163781,0.0056526,0.119132185,0.23807595,0.00750781,0.00292776,0,0.00072469,0.00057975,0.00136242,0.00108704,0.00343504,0.34815673,0.005427945,0.00075368,0,0.00960942,0.07583181,0.00136242,0.00081166,0.00081166,0.00115951,0,0.01482721,0.00585552,0.00137692,0.26819417,0.27580344,0.00362346,0.00126097,0.0007102,0.01482721,0.00362346,0.01271111,0.0023625,0.00233351,0.00108704,0.00108704,0,0.17801344,0.00043482,0.00343504,11,496
"Pokolbin, NSW, Australia",0,0,0.75,0.01592983,0.08016905,0.01200875,0.00441211,0.00397885,0,0.00210857,0.00067879,0,0.00405828,0.00081599,0.15848228,0.00161753,0.11987808,0.00073656,0.29182055,0.04823719,0.00081599,0.28812333,0.00073656,0,0,0.00075822,0.00686008,0.25967206,0.00944525,0.00944525,0.00944525,0.00944525,0.06161073,0.06101138,0.00445544,0.0011626,0.03528247,0.03528247,0.00109761,0.00719947,0.00233243,0.00426047,0.000751,0.00017331,0.04530541,0.03037932,0.000751,0.01826225,0,0,0,0.14773,0.00286679,0.08483391,0.0061163,0.07766332,0,0.00924305,0.00370444,0.00192804,0.00350947,0.24322953,0.00162476,0.00563249,0.140887975,0.29182055,0.00742333,0.04823719,0,0.00072211,0.00057769,0.00129981,0.00094597,0.00330006,0.14666128,0.078334885,0.000751,0,0.00957523,0.04240973,0.00129981,0.00081599,0.00081599,0.00115538,0,0.12301205,0.08730354,0.00137924,0.2212845,0.00210857,0.00338671,0.00119149,0.55261911,0.12301205,0.00338671,0.01290417,0.00246241,0.00233243,0.00094597,0.00094597,0.00017331,0.00753887,0.00044049,0.00350947,15,354
"Segovia, Segovia, Spain & Canary Islands",0,0,0,0.34350629,0.01393114,0.01212993,0.00444653,0.00398792,0,0.00216012,0.00074441,0,0.00402115,0.00075106,0.11939173,0.00165499,0.02901213,0.00078429,0.24190069,0.0028713,0.00075106,0.1168727,0.00078429,0,0,0.000771,0.00692569,0.03087981,0.00960425,0.00960425,0.00960425,0.00960425,0.00394804,0.00408762,0.00441995,0.0011565,0.23474237,0.23474237,0.00112327,0.00720485,0.00232629,0.0043269,0.00079094,0.00015952,0.00340303,0.00382841,0.00079094,0.01843749,0.75,0,0,0.26943064,0.00290454,0.00356254,0.00618793,0.01087373,0,0.00933838,0.00340967,0.00186768,0.43758137,0.04726352,0.00149547,0.13707817,0.089469025,0.24190069,0.00747735,0.0028713,0.00078429,0.00073112,0.04100913,0.00130272,0.0008707,0.0033565,0.24390795,0.00537705,0.00069124,0.00078429,0.43728892,0.00236617,0.00130272,0.00075106,0.00075106,0.00106345,0,0.01481513,0.08525512,0.00147553,0.017281,0.00216012,0.00353596,0.00122296,0.00078429,0.01481513,0.00332992,0.01299398,0.00246587,0.00231964,0.0008707,0.0008707,0.00015952,0.00354925,0.00040544,0.0035426,13,237
"Red Bluff, CA, United States of America",0,0,0,0.01617976,0.01396951,0.01217367,0.00452412,0.00402336,0,0.00224479,0.0006389,0,0.00397155,0.00096699,0.26345213,0.00164042,0.00723513,0.00067344,0.24143591,0.00284916,0.00096699,0.08595823,0.00067344,0,0,0.00079431,0.00694159,0.00614727,0.00963533,0.00963533,0.00963533,0.00963533,0.00388522,0.00414423,0.19600479,0.0011742,0.05378865,0.05378865,0.0011742,0.00749415,0.00233113,0.00438598,0.00075978,0,0.06356212,0.06962306,0.00075978,0.38232244,0,0,0,0.13598253,0.00274555,0.07323199,0.00621634,0.0108786,0.75,0.00930725,0.00379888,0.13501555,0.0035744,0.66375017,0.00195124,0.18160359,0.06351032,0.24143591,0.13498101,0.00284916,0,0.00077704,0.0005871,0.00134688,0.00096699,0.00353986,0.03627928,0.00543067,0.00089792,0,0.01001522,0.07972462,0.00134688,0.00096699,0.00096699,0.00138141,0,0.05662054,0.00595733,0.00136414,0.20284277,0.00224479,0.00378161,0.0011742,0.00067344,0.05662054,0.00324631,0.01281258,0.00255561,0.00231386,0.00096699,0.00096699,0,0.00376434,0.00051803,0.00347079,10,495
"Mesquite, TX, United States of America",0,0,0,0.09664685,0.01543017,0.01344752,0.00501409,0.0043963,0,0.00232746,0.00080455,0,0.00455434,0.00080455,0.24836244,0.00183898,0.00791622,0.00079019,0.21356555,0.05162065,0.00080455,0.07657614,0.00079019,0,0,0.00083329,0.00768635,0.03213899,0.21626655,0.21626655,0.21626655,0.21626655,0.0043963,0.00455434,0.00476985,0.00124993,0.0083185,0.0083185,0.0012212,0.30403459,0.00232746,0.00475548,0.00084765,0,0.00374979,0.01574624,0.00084765,0.1283261,0,0,0,0.07399008,0.00341935,0.0040084,0.00699673,0.01214012,0.75,0.01037298,0.00420953,0.00222689,0.0521666,0.43369682,0.00162347,0.1126517,0.057633245,0.21356555,0.00837597,0.05162065,0,0.00079019,0.00066088,0.00146544,0.00107753,0.00385036,0.38334047,0.00602696,0.00074708,0,0.01071779,0.00262916,0.00146544,0.00080455,0.00080455,0.00114936,0,0.06942138,0.00649389,0.00159474,0.17934334,0.00232746,0.0040515,0.0013936,0.00084765,0.06942138,0.00359175,0.33374556,0.00277283,0.00231309,0.00107753,0.00107753,0,0.00383599,0.00043101,0.07166263,16,675
"Nacogdoches, TX, United States of America",0,0,0,0.11924451,0.01297479,0.01124139,0.21528542,0.11600081,0,0.00195652,0.00063501,0,0.00370708,0.0009611,0.42094273,0.00149313,0.00643591,0.00066933,0.25709308,0.00267734,0.0009611,0.05639572,0.00066933,0,0,0.00078947,0.00643591,0.00569792,0.09295168,0.09295168,0.09295168,0.09295168,0.00370708,0.0037929,0.00406749,0.00106407,0.00695078,0.00695078,0.00116705,0.00669335,0.00231693,0.00398168,0.00075515,0,0.03871842,0.00355262,0.00075515,0.33427249,0,0,0,0.01843244,0.00272883,0.00327802,0.00581806,0.01012583,0.75,0.00866702,0.00377573,0.00168192,0.003381,0.49050202,0.00193935,0.00542333,0.083512345,0.25709308,0.00695078,0.00267734,0,0.0006865,0.00049771,0.00121853,0.0009611,0.0032437,0.17797432,0.00488271,0.00044622,0,0.23380368,0.0898796,0.00121853,0.0009611,0.0009611,0.00137299,0,0.01379859,0.00550914,0.00135583,0.3171444,0.00195652,0.00322654,0.00116705,0.00066933,0.01379859,0.00322654,0.012151,0.0022826,0.00229977,0.0009611,0.0009611,0,0.00332951,0,0.00326086,13,580
"Carlisle, England, United Kingdom",0,0,0,0.38197204,0.49617799,0.01158873,0.00442651,0.00383758,0,0.00200428,0.00071242,0,0.00397056,0.00107338,0.40741974,0.00157683,0.11601076,0.00074092,0.168426,0.00279269,0.00107338,0.10857307,0.00074092,0.75,0,0.00076942,0.00659228,0.01623372,0.0136215,0.0136215,0.0136215,0.0136215,0.00384708,0.00392307,0.04420814,0.00112088,0.06943737,0.06943737,0.00112088,0.00700073,0.00229875,0.0136215,0.00070292,0,0.07621013,0.01694614,0.00070292,0.08426524,0,0,0,0.20183383,0.00302067,0.00341962,0.07298048,0.29603498,0,0.00891952,0.00348612,0.00187129,0.1665357,0.15919301,0.00107338,0.0054714,0.02211832,0.168426,0.01606274,0.00279269,0,0.02447881,0.00054144,0.00126336,0.0008929,0.00314416,0.2785094,0.005124685,0.00074092,0,0.00945146,0.00225125,0.00126336,0.00107338,0.00107338,0.00151983,0,0.16277412,0.08085512,0.00135835,0.07932579,0.00200428,0.00326764,0.00110188,0.00075042,0.16277412,0.00326764,0.01249113,0.00239374,0.00229875,0.0008929,0.0008929,0,0.00345762,0.00028497,0.00337213,17,558
"Ipswich, England, United Kingdom",0,0,0,0.08269913,0.01460099,0.01268093,0.00471908,0.00418147,0,0.00221874,0.00080216,0,0.00430094,0.0009643,0.2327113,0.00173232,0.00752664,0.00080216,0.25785129,0.00297823,0.0009643,0.15430458,0.00080216,0.75,0,0.00079363,0.00725356,0.04673853,0.02767447,0.02767447,0.02767447,0.02767447,0.02012223,0.02132547,0.00465935,0.00122031,0.00782531,0.00782531,0.00115204,0.00777411,0.00229554,0.00451428,0.0008875,0.00020481,0.00354144,0.03835854,0.0008875,0.01929447,0,0,0,0.27393713,0.00305503,0.00375479,0.0065026,0.01133262,0,0.00977097,0.00375479,0.069967,0.00370358,0.26414909,0.00192006,0.10449395,0.117789295,0.25785129,0.06028989,0.00297823,0,0.00076802,0.00064002,0.00133978,0.00095576,0.00349878,0.09894711,0.07812512,0.00066562,0,0.01013792,0.00248328,0.00133978,0.0009643,0.0009643,0.38615399,0,0.31349891,0.00618686,0.00149338,0.35944381,0.00221874,0.00373772,0.00124591,0.00084483,0.31349891,0.00347318,0.20974738,0.00253448,0.00229554,0.00095576,0.00095576,0.00020481,0.00372918,0.00025601,0.00364385,18,481
"Orange Park, FL, United States of America",0,0,0,0.0155005,0.1647141,0.03016636,0.00446278,0.00374737,0,0.1653784,0.00063024,0,0.00391771,0.00095388,0.30597304,0.00161818,0.17837498,0.00066431,0.24797392,0.06792966,0.00095388,0.18339986,0.00066431,0,0,0.00078354,0.006609,0.12109126,0.00911293,0.00911293,0.00911293,0.00911293,0.07757063,0.08268069,0.00403694,0.00105608,0.02183697,0.02183697,0.00115828,0.00739255,0.00229953,0.05345117,0.00074948,0,0.00328747,0.00373034,0.00074948,0.19959874,0,0,0,0.01911161,0.00270833,0.00337264,0.0059447,0.16285744,0.75,0.0089426,0.00374737,0.00166929,0.0033556,0.47499662,0.00192479,0.00538259,0.09212577,0.24797392,0.09235572,0.06792966,0,0.00068134,0.00057914,0.00132861,0.00095388,0.13110697,0.47095968,0.00510154,0.00088574,0,0.07906958,0.00229953,0.00132861,0.00095388,0.00095388,0.00136268,0,0.08043226,0.00567216,0.00134565,0.01650548,0.1653784,0.0032023,0.00115828,0.00066431,0.08043226,0.0032023,0.01205973,0.00226546,0.00228249,0.00095388,0.00095388,0,0.0033045,0.00051101,0.00342374,11,579
"Antigua Guatemala, N/A, Guatemala",0,0,0,0.08950859,0.05429102,0.01230588,0.00456403,0.06596918,0,0.0465034,0.00073234,0.75,0.00414555,0.00110504,0.14317843,0.00168045,0.02652106,0.00077157,0.40786595,0.00294243,0.00110504,0.11571579,0.00077157,0,0,0.02819498,0.00702259,0.21534632,0.0097427,0.0097427,0.0097427,0.0097427,0.0040017,0.00414555,0.06940855,0.00117697,0.13732627,0.13732627,0.0012162,0.00736914,0.00228855,0.00440056,0.10024517,0.00015693,0.04207015,0.0158041,0.10024517,0.08005359,0,0,0,0.14983485,0.00311897,0.03372674,0.17740865,0.05147283,0,0.00947461,0.00383823,0.09415762,0.09576614,0.1991499,0.00147121,0.13935328,0.123830345,0.40786595,0.00761761,0.00294243,0.00077157,0.00075195,0.08113902,0.0013339,0.00098081,0.04671918,0.14515966,0.046536095,0.00085003,0.00077157,0.35069789,0.00972308,0.0013339,0.00110504,0.00110504,0.0010462,0,0.17625129,0.07104323,0.0014516,0.13670509,0.0465034,0.0034786,0.07057244,0.00077157,0.17625129,0.0034786,0.01322784,0.00252395,0.00228201,0.00098081,0.00098081,0.00015693,0.00349168,0.00039886,0.0035636,28,635
"Dodge City, KS, United States of America",0,0,0,0.01681006,0.01447139,0.01260046,0.0045356,0.00416708,0,0.00229615,0.00079373,0,0.11412698,0.00079373,0.34763938,0.00170085,0.00749791,0.00077956,0.02194095,0.08451803,0.00079373,0.01598798,0.00077956,0,0,0.00082208,0.20811306,0.00639236,0.00999249,0.00999249,0.00999249,0.00999249,0.00408204,0.00422378,0.00470568,0.00123312,0.10033592,0.10033592,0.00120477,0.00799399,0.00229615,0.00445056,0.00083625,0,0.00348674,0.05687923,0.00083625,0.27260359,0,0,0,0.12068942,0.00337335,0.00374187,0.01709353,0.01121143,0.75,0.00968067,0.00415291,0.0019985,0.003671,0.55705643,0.00160163,0.31287119,0.00987201,0.02194095,0.00779556,0.08451803,0,0.00077956,0.00065199,0.00133233,0.00106303,0.00357178,0.10906695,0.00573328,0.00073704,0,0.01017675,0.00786643,0.00133233,0.00079373,0.00079373,0.0011339,0,0.10292972,0.00606636,0.00134651,0.50072998,0.00229615,0.00354344,0.00123312,0.00083625,0.10292972,0.00354344,0.01338001,0.00252293,0.00228197,0.00106303,0.00106303,0,0.00378439,0.00042521,0.00369935,10,407
"Blythe, CA, United States of America",0,0,0,0.01617726,0.01398287,0.0121457,0.00445683,0.12184828,0,0.1179358,0.0006294,0,0.00391248,0.0009526,0.14042406,0.00168407,0.00712752,0.1209297,0.2942186,0.13457235,0.0009526,0.01536074,0.1209297,0,0,0.0007825,0.00692339,0.00615791,0.00949202,0.00949202,0.00949202,0.00949202,0.00398053,0.00408259,0.00443982,0.00115673,0.00746774,0.00746774,0.00115673,0.00738268,0.00229646,0.00432074,0.00074848,0,0.00336814,0.00382743,0.00074848,0.27894291,0,0,0,0.30716381,0.00270472,0.0036233,0.00629399,0.01095495,0.75,0.00933892,0.00374237,0.00192222,0.00352123,0.51081697,0.00192222,0.0056816,0.009517535,0.2942186,0.21062758,0.13457235,0,0.00076549,0.00057837,0.00132684,0.0009526,0.00321504,0.16212983,0.005349895,0.00088456,0,0.00986626,0.00238151,0.00132684,0.0009526,0.0009526,0.00136086,0,0.26834519,0.00586872,0.00134385,0.16583818,0.1179358,0.00372536,0.00115673,0.00066342,0.26834519,0.00319803,0.01262201,0.0025176,0.00227945,0.0009526,0.0009526,0,0.14450665,0.00051032,0.00341917,11,564
"Bratislava, N/A, Slovakia",0,0,0,0.23053293,0.10613388,0.01049773,0.0038616,0.14184892,0,0.00184548,0.00059409,0,0.00355191,0.00071417,0.11527278,0.00811504,0.04180132,0.00064465,0.14666485,0.0150419,0.00071417,0.16558731,0.00064465,0.75,0,0.00286302,0.01106022,0.03191664,0.02790336,0.02790336,0.02790336,0.02790336,0.00341287,0.00352031,0.00375416,0.0072239,0.3550963,0.3550963,0.0010681,0.00630117,0.0020414,0.00372888,0.00065729,0.00015168,0.01016276,0.02520466,0.00065729,0.11359795,0,0,0,0.33592735,0.04494874,0.0031095,0.04741991,0.07924806,0,0.00805816,0.00324223,0.00168747,0.03216312,0.07064005,0.00142203,0.03064629,0.05891306,0.14666485,0.12264837,0.0150419,0.00074578,0.00063201,0.00050561,0.00113762,0.00082794,0.0028883,0.21310834,0.12916758,0.00065729,0.00074578,0.18092626,0.0020414,0.00113762,0.00071417,0.00071417,0.03429933,0,0.16348903,0.04350143,0.00120714,0.04525843,0.00184548,0.00296414,0.00104282,0.00068889,0.16348903,0.00296414,0.04752103,0.00215516,0.0020414,0.00082794,0.00082794,0.00015168,0.00306526,0.00038553,0.00299574,49,1174
"Taormina, ME, Italy",0,0,0,0.1155903,0.1090074,0.12921994,0.00380583,0.00334794,0,0.00183156,0.00066602,0,0.03315238,0.00067197,0.3182985,0.0054471,0.03224849,0.00065413,0.24525623,0.0114175,0.00067197,0.10796079,0.00065413,0,0,0.00068981,0.00586931,0.12950538,0.14377725,0.14377725,0.14377725,0.14377725,0.00337173,0.00348472,0.08698708,0.00853339,0.06734541,0.06734541,0.00100498,0.00619043,0.00192076,0.06162477,0.00070765,0.00014272,0.00287222,0.00941944,0.00070765,0.16021964,0.75,0,0,0.10498154,0.00259867,0.10237097,0.00522113,0.09298127,0,0.27928276,0.00305061,0.01045415,0.02152675,0.26690191,0.00133799,0.04154305,0.114597215,0.24525623,0.00793873,0.0114175,0,0.0716805,0.01252357,0.00624989,0.00077901,0.03977096,0.26865616,0.085093085,0.00061845,0,0.31483163,0.01294578,0.00624989,0.00067197,0.00067197,0.00095146,0,0.05284757,0.16541698,0.001225,0.24486376,0.00183156,0.00297331,0.01068012,0.00064818,0.05284757,0.00278896,0.04531321,0.002117,0.00192076,0.00077901,0.00077901,0.00014272,0.07288766,0.00036274,0.00296141,56,1293
"Ridgecrest, CA, United States of America",0,0,0,0.01702391,0.12030704,0.01282135,0.00483175,0.06264656,0,0.13030295,0.00089037,0,0.00427379,0.00066481,0.02989275,0.00176887,0.00758597,0.21632474,0.4305482,0.13711726,0.00066481,0.01622851,0.21632474,0,0,0.00083101,0.00732479,0.00655314,0.0101265,0.0101265,0.0101265,0.0101265,0.00416694,0.00433314,0.16323484,0.03443958,0.00788276,0.00788276,0.00119903,0.00771656,0.00224374,0.00458245,0.0008785,0,0.15894918,0.0711229,0.0008785,0.37976139,0,0,0,0.07623957,0.00330031,0.05305429,0.13454112,0.11796833,0.75,0.00988906,0.00435689,0.00200631,0.00381079,0.35086586,0.00134149,0.00617325,0.034184345,0.4305482,0.00788276,0.13711726,0,0.00077166,0.00061732,0.00140085,0.00111593,0.00356149,0.19597678,0.005692445,0.00061732,0,0.01049452,0.00249304,0.00140085,0.00066481,0.00066481,0.00094973,0,0.03350172,0.06322827,0.0015077,0.16420831,0.13030295,0.00371582,0.00127026,0.00081914,0.03350172,0.0033478,0.01360488,0.0026355,0.00223187,0.00111593,0.00111593,0,0.00375143,0.00035615,0.00365646,11,405
"Commerce, GA, United States of America",0,0,0,0.01656225,0.01429686,0.01255637,0.00482087,0.00406114,0,0.00223777,0.00077355,0,0.00418546,0.00077355,0.35818113,0.00171286,0.00730728,0.00075974,0.24173428,0.00291463,0.00077355,0.04236566,0.00075974,0,0,0.00080118,0.00719678,0.0063956,0.0099042,0.0099042,0.0099042,0.0099042,0.00410258,0.00425452,0.00458605,0.00120177,0.00769406,0.00769406,0.00117414,0.00779075,0.00223777,0.00448935,0.00081499,0,0.00353623,0.04307014,0.00081499,0.25284024,0,0,0,0.08020053,0.00328759,0.00364673,0.00643704,0.01129935,0.75,0.00964174,0.00404732,0.00194769,0.0037158,0.39920689,0.00156091,0.00589832,0.10521657,0.24173428,0.00770787,0.00291463,0,0.00075974,0.00063542,0.00129846,0.001036,0.00348097,0.66247624,0.005587515,0.0007183,0,0.01030479,0.00245878,0.00129846,0.00077355,0.00077355,0.00110507,0,0.01526379,0.00607789,0.00153329,0.18784825,0.00223777,0.00345335,0.00120177,0.00081499,0.01526379,0.00345335,0.01350949,0.00245878,0.00222396,0.001036,0.001036,0,0.00368817,0.0004144,0.00360529,11,424
